Ahi tuna,120
Albacore,128
Catfish,95
Caviar,250
Crab,87
Eel,184
Flounder,91
Grouper,92
Herring,158
Lobster,90
Mussels,86
Oysters,81
Salmon,183
Scallops,88
Sea bass,97
Shrimp,106
Smelt,97
Squid,92
Tilapia,96
Trout,148
Whitefish,134
Yellowfin tuna,108
