Butter,716
Buttermilk (1%),41
Cheddar Cheese,403
Cottage Cheese (1%),72
Cream (heavy),347
Cream Cheese,231
Evaporated milk,142
Ghee,899
Goats Milk,71
Ice Cream (vanilla),207
Kefir,67
Ricotta Cheese,174
Skim Milk,38
Sour cream,214
Soy milk,46
Swiss Cheese,380
Yogurt whole milk,61
Yogurt no fat,55
Whole Milk,62
