Carbonated Cola,37
Coffee black,1
Diet Cola,0
Apple Juice (100%),49
Ginger ale,34
Hot Cocoa,81
Hot Tea (no sugar),1
Iced Tea (no sugar),1
Lemonade,25
Sweet Iced Tea,18
Tonic Water,35
