Apple,37
Apricot,34
Avocado,134
Banana,51
Blackberries,21
Blackcurrant,24
Cherries,36
Clementine,39
Coconut (Fresh),351
Cranberries,15
Cucumber,15
Dates (Dried),227
Figs (Fresh),209
Grapefruit,25
Kiwi,42
Lemon,15
Lime,9
Lychee,36
Mango,39
